rel	query_id	entity	cc_sum	cc_avg
0	SemSearch_LS-2	E8542	1	0.05
0	SemSearch_LS-2	E14060	3	0.15
0	SemSearch_LS-2	E6454	1	0.05
0	SemSearch_LS-2	E3921	1	0.05
0	SemSearch_LS-2	E14866	3	0.15
0	SemSearch_LS-2	E13368	1	0.05
0	SemSearch_LS-2	E11322	2	0.1
0	SemSearch_LS-2	E347	1	0.05
0	SemSearch_LS-2	E343	1	0.05
0	SemSearch_LS-2	E6611	1	0.05
0	SemSearch_LS-2	E5068	2	0.1
0	SemSearch_LS-2	E5496	2	0.1
0	SemSearch_LS-2	E1294	1	0.05
0	SemSearch_LS-2	E7602	1	0.05
0	SemSearch_LS-2	E6032	1	0.05
0	SemSearch_LS-2	E1051	1	0.05
0	SemSearch_LS-2	E1543	1	0.05
0	SemSearch_LS-2	E468	1	0.05
0	SemSearch_LS-2	E12632	1	0.05
0	SemSearch_LS-2	E2656	1	0.05
0	SemSearch_LS-2	E10973	1	0.05
0	SemSearch_LS-2	E13349	1	0.05
0	SemSearch_LS-2	E3726	1	0.05
0	SemSearch_LS-2	E7035	1	0.05
0	SemSearch_LS-2	E8122	1	0.05
0	SemSearch_LS-2	E15252	2	0.1
0	SemSearch_LS-2	E4966	1	0.05
0	SemSearch_LS-2	E1142	1	0.05
0	SemSearch_LS-2	E980	1	0.05
0	SemSearch_LS-2	E11837	1	0.05
0	SemSearch_LS-2	E13193	1	0.05
0	SemSearch_LS-2	E3253	1	0.05
0	SemSearch_LS-2	E5014	1	0.05
0	SemSearch_LS-2	E15236	1	0.05
0	SemSearch_LS-2	E14587	2	0.1
0	SemSearch_LS-2	E5619	1	0.05
0	SemSearch_LS-2	E2048	3	0.15
0	SemSearch_LS-2	E13225	1	0.05
0	SemSearch_LS-2	E3342	1	0.05
0	SemSearch_LS-2	E8232	1	0.05
0	SemSearch_LS-2	E1342	1	0.05
0	SemSearch_LS-2	E3735	1	0.05
0	SemSearch_LS-3	E10970	3	0.15
0	SemSearch_LS-3	E8770	13	0.65
0	SemSearch_LS-3	E14904	3	0.15
0	SemSearch_LS-3	E2249	1	0.05
0	SemSearch_LS-3	E1394	3	0.15
0	SemSearch_LS-3	E5960	4	0.2
0	SemSearch_LS-3	E5391	3	0.15
0	SemSearch_LS-3	E6053	1	0.05
0	SemSearch_LS-3	E13814	1	0.05
0	SemSearch_LS-3	E4721	4	0.2
0	SemSearch_LS-3	E13109	14	0.7
0	SemSearch_LS-3	E3054	5	0.25
0	SemSearch_LS-3	E13557	3	0.15
0	SemSearch_LS-3	E8454	11	0.55
0	SemSearch_LS-3	E10052	2	0.1
0	SemSearch_LS-3	E10331	1	0.05
0	SemSearch_LS-3	E7435	25	1.25
0	SemSearch_LS-3	E4705	7	0.35
0	SemSearch_LS-3	E4439	1	0.05
0	SemSearch_LS-3	E1503	24	1.2
0	SemSearch_LS-3	E6979	22	1.1
0	SemSearch_LS-3	E14022	8	0.4
0	SemSearch_LS-3	E13850	3	0.15
0	SemSearch_LS-3	E12680	24	1.2
0	SemSearch_LS-3	E13127	1	0.05
0	SemSearch_LS-3	E9758	24	1.2
0	SemSearch_LS-3	E1780	1	0.05
0	SemSearch_LS-3	E2614	1	0.05
0	SemSearch_LS-3	E12563	5	0.25
0	SemSearch_LS-3	E13484	8	0.4
0	SemSearch_LS-3	E12620	1	0.05
0	SemSearch_LS-3	E3010	3	0.15
0	SemSearch_LS-3	E14577	2	0.1
0	SemSearch_LS-3	E12070	1	0.05
0	SemSearch_LS-3	E2744	1	0.05
0	SemSearch_LS-3	E3916	10	0.5
0	SemSearch_LS-3	E3724	3	0.15
0	SemSearch_LS-3	E15245	1	0.05
0	SemSearch_LS-3	E4769	1	0.05
0	SemSearch_LS-3	E8914	1	0.05
0	SemSearch_LS-3	E285	6	0.3
0	SemSearch_LS-3	E12357	1	0.05
0	SemSearch_LS-3	E6595	7	0.35
0	SemSearch_LS-3	E15016	25	1.25
0	SemSearch_LS-3	E4377	18	0.9
0	SemSearch_LS-3	E11179	2	0.1
0	SemSearch_LS-3	E1918	13	0.65
0	SemSearch_LS-3	E8420	16	0.8
0	SemSearch_LS-3	E9610	1	0.05
0	SemSearch_LS-3	E14174	1	0.05
0	SemSearch_LS-3	E3334	1	0.05
0	SemSearch_LS-3	E9547	3	0.15
0	SemSearch_LS-3	E14020	8	0.4
0	SemSearch_LS-3	E13134	1	0.05
0	SemSearch_LS-3	E13982	1	0.05
0	SemSearch_LS-3	E13933	1	0.05
0	SemSearch_LS-3	E11145	5	0.25
0	SemSearch_LS-3	E8515	5	0.25
0	SemSearch_LS-3	E3748	1	0.05
0	SemSearch_LS-3	E5082	2	0.1
0	SemSearch_LS-3	E4438	17	0.85
0	SemSearch_LS-3	E11276	5	0.25
0	SemSearch_LS-3	E10568	1	0.05
0	SemSearch_LS-3	E8750	3	0.15
0	SemSearch_LS-3	E5316	1	0.05
0	SemSearch_LS-3	E6375	1	0.05
0	SemSearch_LS-3	E891	4	0.2
0	SemSearch_LS-3	E13365	2	0.1
0	SemSearch_LS-3	E5665	1	0.05
0	SemSearch_LS-3	E2441	17	0.85
0	SemSearch_LS-3	E9078	4	0.2
0	SemSearch_LS-3	E2110	3	0.15
0	SemSearch_LS-3	E8027	2	0.1
0	SemSearch_LS-3	E10942	16	0.8
0	SemSearch_LS-3	E2489	6	0.3
0	SemSearch_LS-3	E8901	1	0.05
0	SemSearch_LS-3	E11100	2	0.1
0	SemSearch_LS-3	E708	1	0.05
0	SemSearch_LS-3	E11804	3	0.15
0	SemSearch_LS-3	E15262	1	0.05
0	SemSearch_LS-3	E13590	11	0.55
0	SemSearch_LS-3	E7924	1	0.05
0	SemSearch_LS-3	E4401	2	0.1
0	SemSearch_LS-3	E4631	3	0.15
0	SemSearch_LS-3	E15034	11	0.55
0	SemSearch_LS-3	E8021	2	0.1
0	SemSearch_LS-3	E14615	12	0.6
0	SemSearch_LS-3	E9000	18	0.9
0	SemSearch_LS-3	E11602	1	0.05
0	SemSearch_LS-3	E7377	3	0.15
0	SemSearch_LS-3	E9505	13	0.65
0	SemSearch_LS-3	E2912	3	0.15
0	SemSearch_LS-3	E413	4	0.2
0	SemSearch_LS-3	E13342	1	0.05
0	SemSearch_LS-3	E13244	8	0.4
0	SemSearch_LS-3	E6316	11	0.55
0	SemSearch_LS-3	E8549	2	0.1
0	SemSearch_LS-3	E11033	25	1.25
0	SemSearch_LS-3	E12121	5	0.25
0	SemSearch_LS-3	E10010	3	0.15
0	SemSearch_LS-4	E6586	1	0.05
0	SemSearch_LS-4	E4480	8	0.4
0	SemSearch_LS-4	E10502	1	0.05
0	SemSearch_LS-4	E14499	1	0.05
0	SemSearch_LS-4	E4621	1	0.05
0	SemSearch_LS-4	E14514	1	0.05
0	SemSearch_LS-4	E8201	1	0.05
0	SemSearch_LS-4	E272	1	0.05
0	SemSearch_LS-4	E10186	1	0.05
0	SemSearch_LS-4	E6694	3	0.15
0	SemSearch_LS-4	E10496	1	0.05
0	SemSearch_LS-4	E6366	1	0.05
0	SemSearch_LS-4	E13120	1	0.05
0	SemSearch_LS-4	E15129	2	0.1
0	SemSearch_LS-4	E14164	1	0.05
0	SemSearch_LS-4	E8493	1	0.05
0	SemSearch_LS-4	E10409	1	0.05
0	SemSearch_LS-4	E8399	1	0.05
0	SemSearch_LS-4	E7538	1	0.05
0	SemSearch_LS-4	E10028	1	0.05
0	SemSearch_LS-4	E14733	1	0.05
0	SemSearch_LS-4	E13502	1	0.05
0	SemSearch_LS-4	E514	5	0.25
0	SemSearch_LS-4	E11365	7	0.35
0	SemSearch_LS-4	E15206	1	0.05
0	SemSearch_LS-4	E2380	1	0.05
0	SemSearch_LS-4	E7866	7	0.35
0	SemSearch_LS-4	E1401	1	0.05
0	SemSearch_LS-4	E7322	1	0.05
0	SemSearch_LS-4	E8497	3	0.15
0	SemSearch_LS-4	E1617	5	0.25
0	SemSearch_LS-4	E14211	3	0.15
0	SemSearch_LS-4	E8757	1	0.05
0	SemSearch_LS-4	E14304	2	0.1
0	SemSearch_LS-4	E2590	1	0.05
0	SemSearch_LS-4	E12451	1	0.05
0	SemSearch_LS-4	E9710	1	0.05
0	SemSearch_LS-4	E4317	7	0.35
0	SemSearch_LS-4	E12987	1	0.05
0	SemSearch_LS-4	E3954	1	0.05
0	SemSearch_LS-4	E3285	1	0.05
0	SemSearch_LS-4	E2736	1	0.05
0	SemSearch_LS-4	E14635	1	0.05
0	SemSearch_LS-4	E14709	1	0.05
0	SemSearch_LS-4	E896	1	0.05
0	SemSearch_LS-4	E7231	3	0.15
0	SemSearch_LS-4	E8080	1	0.05
0	SemSearch_LS-4	E12006	1	0.05
2	SemSearch_LS-4	E13431	1	0.05
0	SemSearch_LS-4	E14880	1	0.05
0	SemSearch_LS-4	E10670	1	0.05
0	SemSearch_LS-4	E1348	1	0.05
0	SemSearch_LS-4	E3511	7	0.35
0	SemSearch_LS-4	E6270	1	0.05
0	SemSearch_LS-4	E12300	4	0.2
0	SemSearch_LS-4	E7762	1	0.05
0	SemSearch_LS-4	E13428	1	0.05
0	SemSearch_LS-4	E9828	1	0.05
0	SemSearch_LS-4	E14052	1	0.05
0	SemSearch_LS-4	E2158	2	0.1
0	SemSearch_LS-4	E5429	1	0.05
0	SemSearch_LS-4	E9244	1	0.05
0	SemSearch_LS-4	E13180	5	0.25
0	SemSearch_LS-4	E9153	1	0.05
0	SemSearch_LS-4	E2436	1	0.05
0	SemSearch_LS-4	E13526	1	0.05
0	SemSearch_LS-4	E1204	1	0.05
0	SemSearch_LS-4	E1382	1	0.05
0	SemSearch_LS-4	E11821	1	0.05
0	SemSearch_LS-4	E10816	1	0.05
0	SemSearch_LS-4	E13093	1	0.05
0	SemSearch_LS-4	E15311	1	0.05
0	SemSearch_LS-4	E10067	1	0.05
0	SemSearch_LS-4	E11757	1	0.05
0	SemSearch_LS-4	E10843	6	0.3
0	SemSearch_LS-4	E10983	1	0.05
0	SemSearch_LS-4	E4600	1	0.05
0	SemSearch_LS-4	E4385	1	0.05
0	SemSearch_LS-4	E10422	1	0.05
0	SemSearch_LS-4	E4460	1	0.05
0	SemSearch_LS-4	E13319	3	0.15
0	SemSearch_LS-4	E9620	1	0.05
0	SemSearch_LS-4	E9749	1	0.05
0	SemSearch_LS-4	E45	1	0.05
0	SemSearch_LS-4	E2030	4	0.2
0	SemSearch_LS-4	E2819	1	0.05
0	SemSearch_LS-4	E1138	1	0.05
2	SemSearch_LS-4	E647	6	0.3
0	SemSearch_LS-4	E7101	1	0.05
0	SemSearch_LS-4	E3038	1	0.05
0	SemSearch_LS-4	E1164	10	0.5
0	SemSearch_LS-4	E3849	1	0.05
0	SemSearch_LS-4	E10999	2	0.1
0	SemSearch_LS-4	E7741	1	0.05
0	SemSearch_LS-4	E123	1	0.05
0	SemSearch_LS-4	E8826	1	0.05
0	SemSearch_LS-4	E3198	1	0.05
0	SemSearch_LS-4	E8160	5	0.25
0	SemSearch_LS-4	E7232	1	0.05
0	SemSearch_LS-4	E4065	1	0.05
0	SemSearch_LS-5	E3862	1	0.05
0	SemSearch_LS-5	E2076	1	0.05
0	SemSearch_LS-5	E5344	1	0.05
0	SemSearch_LS-5	E3359	2	0.1
0	SemSearch_LS-5	E13256	1	0.05
0	SemSearch_LS-5	E9525	1	0.05
0	SemSearch_LS-5	E4074	1	0.05
0	SemSearch_LS-5	E12370	1	0.05
0	SemSearch_LS-5	E7186	1	0.05
0	SemSearch_LS-5	E14968	1	0.05
0	SemSearch_LS-5	E10325	1	0.05
0	SemSearch_LS-5	E9763	1	0.05
0	SemSearch_LS-5	E9918	1	0.05
0	SemSearch_LS-5	E5840	1	0.05
0	SemSearch_LS-5	E3120	1	0.05
0	SemSearch_LS-5	E5567	1	0.05
0	SemSearch_LS-5	E6762	1	0.05
0	SemSearch_LS-5	E2811	2	0.1
0	SemSearch_LS-5	E11999	1	0.05
0	SemSearch_LS-5	E5326	1	0.05
0	SemSearch_LS-5	E9700	1	0.05
0	SemSearch_LS-5	E8622	2	0.1
0	SemSearch_LS-5	E6897	3	0.15
0	SemSearch_LS-5	E3428	1	0.05
0	SemSearch_LS-5	E3324	1	0.05
0	SemSearch_LS-5	E7672	1	0.05
0	SemSearch_LS-5	E355	1	0.05
0	SemSearch_LS-5	E13582	1	0.05
0	SemSearch_LS-5	E5946	1	0.05
0	SemSearch_LS-5	E11613	2	0.1
0	SemSearch_LS-5	E351	1	0.05
0	SemSearch_LS-5	E14043	1	0.05
0	SemSearch_LS-5	E18	1	0.05
0	SemSearch_LS-5	E10746	1	0.05
0	SemSearch_LS-5	E6156	1	0.05
0	SemSearch_LS-5	E766	2	0.1
0	SemSearch_LS-5	E2931	1	0.05
0	SemSearch_LS-5	E15112	1	0.05
2	SemSearch_LS-5	E5108	2	0.1
0	SemSearch_LS-5	E1205	2	0.1
0	SemSearch_LS-5	E13690	2	0.1
0	SemSearch_LS-5	E10781	2	0.1
2	SemSearch_LS-5	E8675	2	0.1
0	SemSearch_LS-5	E12263	2	0.1
0	SemSearch_LS-5	E8552	1	0.05
0	SemSearch_LS-5	E9493	1	0.05
0	SemSearch_LS-5	E6546	1	0.05
0	SemSearch_LS-5	E657	1	0.05
0	SemSearch_LS-5	E2138	1	0.05
0	SemSearch_LS-5	E3986	1	0.05
0	SemSearch_LS-5	E7849	1	0.05
0	SemSearch_LS-5	E3238	1	0.05
0	SemSearch_LS-5	E6703	1	0.05
0	SemSearch_LS-5	E7250	1	0.05
0	SemSearch_LS-5	E1867	1	0.05
0	SemSearch_LS-5	E8040	1	0.05
0	SemSearch_LS-5	E7893	2	0.1
0	SemSearch_LS-5	E3317	1	0.05
0	SemSearch_LS-5	E11871	1	0.05
0	SemSearch_LS-5	E1386	1	0.05
0	SemSearch_LS-5	E8800	1	0.05
0	SemSearch_LS-5	E15296	1	0.05
0	SemSearch_LS-5	E8211	1	0.05
0	SemSearch_LS-5	E3313	1	0.05
0	SemSearch_LS-5	E1046	1	0.05
0	SemSearch_LS-5	E12617	1	0.05
0	SemSearch_LS-5	E12568	1	0.05
0	SemSearch_LS-5	E11377	1	0.05
0	SemSearch_LS-5	E3249	1	0.05
0	SemSearch_LS-5	E1749	1	0.05
0	SemSearch_LS-5	E4221	1	0.05
0	SemSearch_LS-5	E8324	1	0.05
0	SemSearch_LS-5	E9518	1	0.05
0	SemSearch_LS-5	E13880	1	0.05
0	SemSearch_LS-5	E7308	1	0.05
0	SemSearch_LS-5	E3909	1	0.05
2	SemSearch_LS-5	E13094	2	0.1
0	SemSearch_LS-5	E2006	1	0.05
0	SemSearch_LS-5	E11469	2	0.1
0	SemSearch_LS-5	E1850	1	0.05
0	SemSearch_LS-5	E7403	2	0.1
0	SemSearch_LS-5	E12611	2	0.1
0	SemSearch_LS-5	E3844	1	0.05
0	SemSearch_LS-5	E9001	1	0.05
0	SemSearch_LS-5	E6490	1	0.05
0	SemSearch_LS-5	E8064	2	0.1
0	SemSearch_LS-5	E7926	1	0.05
0	SemSearch_LS-5	E5594	1	0.05
0	SemSearch_LS-5	E3963	1	0.05
0	SemSearch_LS-5	E860	1	0.05
0	SemSearch_LS-5	E6044	1	0.05
0	SemSearch_LS-5	E6778	1	0.05
0	SemSearch_LS-5	E11272	1	0.05
0	SemSearch_LS-5	E12229	1	0.05
0	SemSearch_LS-5	E15171	1	0.05
0	SemSearch_LS-5	E11075	2	0.1
0	SemSearch_LS-5	E227	1	0.05
0	SemSearch_LS-5	E2017	1	0.05
0	SemSearch_LS-5	E4199	1	0.05
0	SemSearch_LS-5	E12448	1	0.05
0	SemSearch_LS-6	E3806	1	0.05
0	SemSearch_LS-6	E13446	2	0.1
0	SemSearch_LS-6	E12468	1	0.05
0	SemSearch_LS-6	E14468	1	0.05
0	SemSearch_LS-6	E7067	2	0.1
0	SemSearch_LS-6	E3484	5	0.25
0	SemSearch_LS-6	E5032	1	0.05
2	SemSearch_LS-6	E6037	3	0.15
0	SemSearch_LS-6	E2270	3	0.15
0	SemSearch_LS-6	E9104	1	0.05
0	SemSearch_LS-6	E9669	1	0.05
0	SemSearch_LS-6	E2151	1	0.05
0	SemSearch_LS-6	E3186	2	0.1
0	SemSearch_LS-6	E7779	2	0.1
0	SemSearch_LS-6	E9107	1	0.05
0	SemSearch_LS-6	E604	1	0.05
0	SemSearch_LS-6	E1463	3	0.15
0	SemSearch_LS-6	E13273	1	0.05
0	SemSearch_LS-6	E13477	1	0.05
0	SemSearch_LS-6	E14979	1	0.05
0	SemSearch_LS-6	E7140	4	0.2
0	SemSearch_LS-6	E10117	1	0.05
0	SemSearch_LS-6	E15193	2	0.1
0	SemSearch_LS-6	E11929	3	0.15
0	SemSearch_LS-6	E57	3	0.15
0	SemSearch_LS-6	E14477	1	0.05
0	SemSearch_LS-6	E1021	6	0.3
0	SemSearch_LS-6	E11566	1	0.05
0	SemSearch_LS-6	E7995	3	0.15
0	SemSearch_LS-6	E7418	6	0.3
0	SemSearch_LS-6	E15281	2	0.1
0	SemSearch_LS-6	E13082	1	0.05
0	SemSearch_LS-6	E12584	3	0.15
0	SemSearch_LS-6	E3386	3	0.15
0	SemSearch_LS-6	E4716	2	0.1
0	SemSearch_LS-6	E11382	1	0.05
0	SemSearch_LS-6	E15149	8	0.4
0	SemSearch_LS-6	E3340	1	0.05
0	SemSearch_LS-6	E7839	1	0.05
0	SemSearch_LS-6	E1001	1	0.05
0	SemSearch_LS-6	E13710	1	0.05
0	SemSearch_LS-6	E5354	1	0.05
0	SemSearch_LS-6	E6442	1	0.05
0	SemSearch_LS-6	E10593	2	0.1
0	SemSearch_LS-6	E10612	1	0.05
0	SemSearch_LS-6	E3362	1	0.05
0	SemSearch_LS-6	E3661	1	0.05
0	SemSearch_LS-6	E5885	1	0.05
0	SemSearch_LS-6	E12571	3	0.15
0	SemSearch_LS-6	E6378	1	0.05
0	SemSearch_LS-6	E4166	5	0.25
0	SemSearch_LS-6	E2637	2	0.1
0	SemSearch_LS-6	E4709	4	0.2
0	SemSearch_LS-6	E507	3	0.15
0	SemSearch_LS-6	E2775	1	0.05
0	SemSearch_LS-6	E6260	1	0.05
0	SemSearch_LS-6	E8576	2	0.1
0	SemSearch_LS-6	E14593	2	0.1
0	SemSearch_LS-6	E2907	1	0.05
0	SemSearch_LS-6	E5947	1	0.05
0	SemSearch_LS-6	E3675	1	0.05
0	SemSearch_LS-6	E8771	2	0.1
0	SemSearch_LS-6	E9870	1	0.05
0	SemSearch_LS-6	E3937	2	0.1
0	SemSearch_LS-6	E6648	3	0.15
0	SemSearch_LS-6	E4219	2	0.1
0	SemSearch_LS-6	E1964	2	0.1
0	SemSearch_LS-6	E11870	2	0.1
0	SemSearch_LS-6	E10701	3	0.15
0	SemSearch_LS-6	E14212	2	0.1
0	SemSearch_LS-6	E1392	1	0.05
0	SemSearch_LS-6	E7149	1	0.05
0	SemSearch_LS-6	E4263	2	0.1
0	SemSearch_LS-6	E13433	6	0.3
2	SemSearch_LS-6	E1529	4	0.2
0	SemSearch_LS-6	E4067	1	0.05
0	SemSearch_LS-6	E14355	1	0.05
0	SemSearch_LS-6	E13616	1	0.05
0	SemSearch_LS-6	E8969	3	0.15
0	SemSearch_LS-6	E6843	8	0.4
0	SemSearch_LS-6	E12051	1	0.05
0	SemSearch_LS-6	E5969	2	0.1
0	SemSearch_LS-6	E5718	1	0.05
0	SemSearch_LS-6	E12501	3	0.15
0	SemSearch_LS-6	E5044	1	0.05
0	SemSearch_LS-6	E6529	2	0.1
0	SemSearch_LS-6	E10519	1	0.05
0	SemSearch_LS-6	E10306	1	0.05
0	SemSearch_LS-6	E7674	1	0.05
0	SemSearch_LS-6	E252	2	0.1
0	SemSearch_LS-6	E10621	1	0.05
0	SemSearch_LS-6	E1692	3	0.15
0	SemSearch_LS-6	E7024	1	0.05
0	SemSearch_LS-6	E1088	1	0.05
0	SemSearch_LS-6	E11052	1	0.05
0	SemSearch_LS-6	E13292	5	0.25
0	SemSearch_LS-6	E3599	8	0.4
0	SemSearch_LS-6	E4216	1	0.05
0	SemSearch_LS-6	E5983	5	0.25
0	SemSearch_LS-6	E3819	2	0.1
0	SemSearch_LS-7	E10148	6	0.3
0	SemSearch_LS-7	E12575	6	0.3
0	SemSearch_LS-7	E9686	2	0.1
0	SemSearch_LS-7	E4488	1	0.05
0	SemSearch_LS-7	E12701	8	0.4
0	SemSearch_LS-7	E3928	2	0.1
0	SemSearch_LS-7	E11881	3	0.15
0	SemSearch_LS-7	E5111	1	0.05
