rel	query_id	entity	lm	drrm	q_len	q_idf_db	q_idf_t
0	SemSearch_LS-1	NASA_Astronaut_Group_4	1.3131554975657838e-12	0.007330	4	25.801806757770223	28.818257773944435
0	SemSearch_LS-1	Horatio_(crater)	5.373712678917781e-15	0.170104	4	25.801806757770223	28.818257773944435
0	SemSearch_LS-1	Rusty_Schweickart	6.19305370086999e-12	0.126839	4	25.801806757770223	28.818257773944435
0	SemSearch_LS-1	Little_West_Crater	2.3157968436852293e-14	0.014289	4	25.801806757770223	28.818257773944435
0	SemSearch_LS-1	Apollo_insurance_covers	3.6934997353305975e-14	0.026184	4	25.801806757770223	28.818257773944435
0	SemSearch_LS-1	Fallen_Astronaut	2.1349377788933433e-14	0.035827	4	25.801806757770223	28.818257773944435
0	SemSearch_LS-1	South_Ray_(crater)	4.132815470869324e-14	0.037521	4	25.801806757770223	28.818257773944435
0	SemSearch_LS-1	Apollo_13_(film)	3.989107104874005e-14	0.063832	4	25.801806757770223	28.818257773944435
0	SemSearch_LS-1	NASA_Astronaut_Group_2	3.335910803689026e-14	0.014288	4	25.801806757770223	28.818257773944435
0	SemSearch_LS-1	David_Scott	5.518783184341296e-11	0.093467	4	25.801806757770223	28.818257773944435
0	SemSearch_LS-1	Outline_of_space_exploration	7.45460893119062e-15	0.028836	4	25.801806757770223	28.818257773944435
0	SemSearch_LS-1	Eugene_Cernan	6.779375943246529e-11	0.039283	4	25.801806757770223	28.818257773944435
0	SemSearch_LS-1	Lunar_Roving_Vehicle	6.198483739766486e-14	0.151672	4	25.801806757770223	28.818257773944435
0	SemSearch_LS-1	John_Young_(astronaut)	5.6704458220570783e-11	0.123629	4	25.801806757770223	28.818257773944435
0	SemSearch_LS-1	Gerald_D._Griffin	6.648781528498804e-15	0.024904	4	25.801806757770223	28.818257773944435
0	SemSearch_LS-1	List_of_astronauts_educated_at_the_United_States_Naval_Academy	2.6148866524822584e-12	0.064425	4	25.801806757770223	28.818257773944435
0	SemSearch_LS-1	Space_Exploration_Initiative	1.6655395028339535e-14	0.025468	4	25.801806757770223	28.818257773944435
0	SemSearch_LS-1	Saturn_V	2.944485049112998e-14	0.010075	4	25.801806757770223	28.818257773944435
0	SemSearch_LS-1	Walter_Cunningham	1.806101218076376e-14	0.098548	4	25.801806757770223	28.818257773944435
0	SemSearch_LS-1	Shorty_(crater)	2.326494389806833e-14	0.038248	4	25.801806757770223	28.818257773944435
2	SemSearch_LS-1	Buzz_Aldrin	2.2732424249147216e-11	1.179783	4	25.801806757770223	28.818257773944435
0	SemSearch_LS-1	List_of_spacewalkers	9.482824712854033e-14	0.005021	4	25.801806757770223	28.818257773944435
0	SemSearch_LS-1	Beyond_the_Stars	3.870354508967517e-15	0.008069	4	25.801806757770223	28.818257773944435
0	SemSearch_LS-1	Apollo_15_postage_stamp_incident	2.2479424327548252e-14	0.006055	4	25.801806757770223	28.818257773944435
0	SemSearch_LS-1	List_of_United_States_Marine_Corps_astronauts	6.908235709039618e-15	0.045058	4	25.801806757770223	28.818257773944435
0	SemSearch_LS-1	List_of_human_spaceflights,_1961–70	5.207882286400689e-15	0.004184	4	25.801806757770223	28.818257773944435
0	SemSearch_LS-1	NASA_Astronaut_Group_5	1.7746938663221583e-11	0.027265	4	25.801806757770223	28.818257773944435
0	SemSearch_LS-1	Chris_Hadfield	3.438126713542396e-13	0.008563	4	25.801806757770223	28.818257773944435
0	SemSearch_LS-1	Lunar_Receiving_Laboratory	1.4250649139223897e-11	0.012043	4	25.801806757770223	28.818257773944435
0	SemSearch_LS-1	A_Funny_Thing_Happened_on_the_Way_to_the_Moon	6.09674971720823e-14	0.335744	4	25.801806757770223	28.818257773944435
0	SemSearch_LS-1	Edgar_Mitchell	2.5863639175792613e-11	0.032191	4	25.801806757770223	28.818257773944435
0	SemSearch_LS-1	List_of_space_travelers_by_name	1.225528908116452e-12	0.024394	4	25.801806757770223	28.818257773944435
0	SemSearch_LS-1	For_All_Mankind	5.943629438626076e-15	0.017694	4	25.801806757770223	28.818257773944435
0	SemSearch_LS-1	Altair_(spacecraft)	4.693943776964051e-15	0.021543	4	25.801806757770223	28.818257773944435
0	SemSearch_LS-1	Apollo_7	3.6696306521771485e-14	0.004676	4	25.801806757770223	28.818257773944435
0	SemSearch_LS-1	Mars_to_Stay	6.7942933047741495e-15	0.010572	4	25.801806757770223	28.818257773944435
0	SemSearch_LS-1	Lunar_basalt_70017	1.505658001534095e-14	0.124165	4	25.801806757770223	28.818257773944435
0	SemSearch_LS-1	List_of_astronauts_by_name	3.72845632339733e-12	0.045665	4	25.801806757770223	28.818257773944435
0	SemSearch_LS-1	Rieskrater_Museum	3.2790871615722096e-15	0.032172	4	25.801806757770223	28.818257773944435
0	SemSearch_LS-1	Spur_(lunar_crater)	3.215200996937296e-14	0.031480	4	25.801806757770223	28.818257773944435
0	SemSearch_LS-1	Mackin_(crater)	1.0702617354648524e-14	0.152263	4	25.801806757770223	28.818257773944435
2	SemSearch_LS-1	Fred_Haise	7.770386788511757e-14	0.029058	4	25.801806757770223	28.818257773944435
0	SemSearch_LS-1	Extravehicular_activity	1.1391192963897761e-14	0.004101	4	25.801806757770223	28.818257773944435
0	SemSearch_LS-1	Jim_Lovell	1.3689498793816057e-13	0.022053	4	25.801806757770223	28.818257773944435
0	SemSearch_LS-1	List_of_astronauts_educated_at_the_United_States_Military_Academy	7.296149659184948e-12	0.013455	4	25.801806757770223	28.818257773944435
0	SemSearch_LS-1	Victory_(crater)	2.966374607805884e-14	0.079571	4	25.801806757770223	28.818257773944435
0	SemSearch_LS-1	Lunar_Flag_Assembly	9.132024561684781e-14	0.275356	4	25.801806757770223	28.818257773944435
0	SemSearch_LS-1	Purdue_University_College_of_Engineering	3.660669600972558e-14	0.010664	4	25.801806757770223	28.818257773944435
0	SemSearch_LS-1	United_States_Astronaut_Hall_of_Fame	7.828091882062502e-15	0.004157	4	25.801806757770223	28.818257773944435
0	SemSearch_LS-1	William_R._Muehlberger	1.9793724869202645e-15	0.065595	4	25.801806757770223	28.818257773944435
0	SemSearch_LS-1	Edward_Higgins_White	1.3500423330769178e-14	0.083687	4	25.801806757770223	28.818257773944435
0	SemSearch_LS-1	Apollo_PGNCS	8.948418114603196e-15	0.024422	4	25.801806757770223	28.818257773944435
0	SemSearch_LS-1	Far_Ultraviolet_Camera/Spectrograph	2.2240278607449438e-15	0.066068	4	25.801806757770223	28.818257773944435
0	SemSearch_LS-1	Mobile_Quarantine_Facility	5.874665679151567e-14	0.081730	4	25.801806757770223	28.818257773944435
0	SemSearch_LS-1	Lunarcy!	1.470866173558122e-14	0.162559	4	25.801806757770223	28.818257773944435
0	SemSearch_LS-1	The_Astronaut_Monument	6.077560904820001e-15	0.414294	4	25.801806757770223	28.818257773944435
0	SemSearch_LS-1	Duke_Island_(lunar_mountain)	6.160571024832702e-14	0.096004	4	25.801806757770223	28.818257773944435
0	SemSearch_LS-1	Exploration_of_the_Moon	9.379223430861647e-14	0.822893	4	25.801806757770223	28.818257773944435
0	SemSearch_LS-1	Harrison_Storms	2.1305503850417775e-15	0.019292	4	25.801806757770223	28.818257773944435
0	SemSearch_LS-1	Countdown_(1968_film)	2.491055747331696e-15	0.020623	4	25.801806757770223	28.818257773944435
0	SemSearch_LS-1	Lara_(lunar_crater)	1.7722949302173263e-14	0.116460	4	25.801806757770223	28.818257773944435
0	SemSearch_LS-2	Arab_cuisine_of_the_Persian_Gulf	4.873254997830529e-10	0.881376	4	14.933934037980926	22.071140233400037
0	SemSearch_LS-2	JIMENA	1.7562060260382116e-11	0.094271	4	14.933934037980926	22.071140233400037
0	SemSearch_LS-2	Rugby_union_in_the_Arab_states_of_the_Persian_Gulf	3.0605000783601754e-10	0.942829	4	14.933934037980926	22.071140233400037
0	SemSearch_LS-2	Popular_Front_for_the_Liberation_of_Bahrain	5.33999712747674e-11	0.019941	4	14.933934037980926	22.071140233400037
0	SemSearch_LS-2	Al_Khaleej_(newspaper)	1.3495849673431083e-11	0.134984	4	14.933934037980926	22.071140233400037
0	SemSearch_LS-2	Mu‘assel	2.6999630587949472e-11	0.025577	4	14.933934037980926	22.071140233400037
0	SemSearch_LS-2	Kumzari_language	2.01567638562257e-11	0.077421	4	14.933934037980926	22.071140233400037
0	SemSearch_LS-2	Gulf_Centre_for_Strategic_Studies	3.9516571583508466e-10	0.121690	4	14.933934037980926	22.071140233400037
0	SemSearch_LS-2	Iraq–United_Arab_Emirates_relations	2.7911463151672608e-11	0.025435	4	14.933934037980926	22.071140233400037
0	SemSearch_LS-2	1993_Gulf_Club_Champions_Cup	3.9227773747792564e-11	0.229646	4	14.933934037980926	22.071140233400037
0	SemSearch_LS-2	Al_Buhassan	3.6731146226584765e-11	0.057687	4	14.933934037980926	22.071140233400037
0	SemSearch_LS-2	Seizure_of_Abu_Musa_and_the_Greater_and_Lesser_Tunbs	3.216632268661844e-11	0.020637	4	14.933934037980926	22.071140233400037
0	SemSearch_LS-2	Iraqi_diaspora_in_Western_Asia	1.5422941883665027e-11	0.044236	4	14.933934037980926	22.071140233400037
0	SemSearch_LS-2	Arabian_Gulf_rugby_union_team	4.192042786954828e-10	0.526228	4	14.933934037980926	22.071140233400037
0	SemSearch_LS-2	United_States_foreign_policy_in_the_Middle_East	5.329569244748398e-11	0.268405	4	14.933934037980926	22.071140233400037
0	SemSearch_LS-2	Hadhrami_Arabic	6.530301329385754e-11	0.535956	4	14.933934037980926	22.071140233400037
0	SemSearch_LS-2	Eastern_Arabia	2.276338753923937e-10	0.109216	4	14.933934037980926	22.071140233400037
0	SemSearch_LS-2	1983_Gulf_Club_Champions_Cup	4.027478741470672e-11	0.251136	4	14.933934037980926	22.071140233400037
0	SemSearch_LS-2	Piracy_in_the_Persian_Gulf	1.0337305012884025e-10	0.485547	4	14.933934037980926	22.071140233400037
0	SemSearch_LS-2	Dezghan	6.466813848371155e-11	0.080066	4	14.933934037980926	22.071140233400037
0	SemSearch_LS-2	Gazetteer_of_the_Persian_Gulf,_Oman_and_Central_Arabia	2.7297131659929187e-11	0.224335	4	14.933934037980926	22.071140233400037
0	SemSearch_LS-2	Persian_Arab	9.39704447600975e-11	0.828728	4	14.933934037980926	22.071140233400037
0	SemSearch_LS-2	Al_Muhannadi	2.5333454998890963e-11	0.168874	4	14.933934037980926	22.071140233400037
0	SemSearch_LS-2	Territorial_disputes_in_the_Persian_Gulf	2.528585980929911e-10	0.629692	4	14.933934037980926	22.071140233400037
0	SemSearch_LS-2	Emirate_of_Ajman	4.804721532115396e-11	0.007953	4	14.933934037980926	22.071140233400037
0	SemSearch_LS-2	Al_Bin_Ali	3.7950558863978816e-11	0.045554	4	14.933934037980926	22.071140233400037
0	SemSearch_LS-2	Tanbūra_(lyre)	9.206052340432574e-12	0.165854	4	14.933934037980926	22.071140233400037
0	SemSearch_LS-2	Enlargement_of_the_Arab_League	5.358873916398987e-11	0.018220	4	14.933934037980926	22.071140233400037
0	SemSearch_LS-2	Al_Thawawida	2.542732596832061e-11	0.077963	4	14.933934037980926	22.071140233400037
0	SemSearch_LS-2	1988_Gulf_Club_Champions_Cup	4.862889891680825e-11	0.236281	4	14.933934037980926	22.071140233400037
0	SemSearch_LS-2	Emirates_Scout_Association	2.1048902217842513e-11	0.021570	4	14.933934037980926	22.071140233400037
0	SemSearch_LS-2	Fann_at-Tanbura	3.028696013807399e-11	0.104120	4	14.933934037980926	22.071140233400037
0	SemSearch_LS-2	Kerala_Gulf_diaspora	2.0197350549543582e-10	0.498545	4	14.933934037980926	22.071140233400037
0	SemSearch_LS-2	Manjur_(instrument)	4.996917280678026e-12	0.170694	4	14.933934037980926	22.071140233400037
0	SemSearch_LS-2	Irreligion_in_the_Middle_East	2.134092314832367e-12	0.254319	4	14.933934037980926	22.071140233400037
0	SemSearch_LS-2	Al_Mannai	6.425723652910894e-11	0.102586	4	14.933934037980926	22.071140233400037
0	SemSearch_LS-2	Essa_Obaid_(bodybuilder)	6.935310991805242e-12	0.107256	4	14.933934037980926	22.071140233400037
0	SemSearch_LS-2	2015–16_GCC_Champions_League	1.4763653358699213e-11	0.010996	4	14.933934037980926	22.071140233400037
0	SemSearch_LS-2	Rugby_union_in_Bahrain	2.7140825473900282e-12	0.259677	4	14.933934037980926	22.071140233400037
0	SemSearch_LS-2	1987_Gulf_Club_Champions_Cup	3.937524641890497e-11	0.180797	4	14.933934037980926	22.071140233400037
0	SemSearch_LS-2	List_of_the_busiest_airports_in_the_Arab_states_of_Persian_Gulf	7.125810517745809e-11	0.367771	4	14.933934037980926	22.071140233400037
0	SemSearch_LS-2	Gulf_Arabic	3.582407815510373e-10	0.558478	4	14.933934037980926	22.071140233400037
0	SemSearch_LS-2	Trucial_States	1.700810623629676e-10	0.502904	4	14.933934037980926	22.071140233400037
0	SemSearch_LS-2	Bahrain–United_Arab_Emirates_relations	7.677865048671768e-11	0.078312	4	14.933934037980926	22.071140233400037
0	SemSearch_LS-2	Emirati_diaspora	1.8497482349385033e-11	0.131509	4	14.933934037980926	22.071140233400037
0	SemSearch_LS-2	Al-Faw_Peninsula	1.3102153645145021e-11	0.075739	4	14.933934037980926	22.071140233400037
0	SemSearch_LS-2	Dhaid	8.387960526304096e-12	0.074531	4	14.933934037980926	22.071140233400037
0	SemSearch_LS-2	Persian_Gulf	9.12068014341666e-09	0.622379	4	14.933934037980926	22.071140233400037
0	SemSearch_LS-2	Tourism_in_Bahrain	4.7809881058320056e-11	0.065478	4	14.933934037980926	22.071140233400037
0	SemSearch_LS-2	Filipino_Monkey	1.1917352169720676e-11	0.478378	4	14.933934037980926	22.071140233400037
0	SemSearch_LS-2	2009–10_Gulf_Club_Champions_Cup	4.830160015477945e-11	0.261863	4	14.933934037980926	22.071140233400037
0	SemSearch_LS-2	Foreign_relations_of_Oman	5.960597699301297e-11	0.019989	4	14.933934037980926	22.071140233400037
2	SemSearch_LS-2	Arab_states_of_the_Persian_Gulf	1.484070261677652e-07	0.864919	4	14.933934037980926	22.071140233400037
0	SemSearch_LS-2	Al_Jalahma	2.118918423053683e-11	0.306310	4	14.933934037980926	22.071140233400037
0	SemSearch_LS-2	Bedoon_(ethnicity)	2.2544526363276518e-11	0.024823	4	14.933934037980926	22.071140233400037
0	SemSearch_LS-2	Gulf_Cup_of_Nations_Under_23	4.430221613985497e-11	0.837557	4	14.933934037980926	22.071140233400037
0	SemSearch_LS-2	Persian_Gulf_naming_dispute	2.4760195542369074e-09	1.251851	4	14.933934037980926	22.071140233400037
0	SemSearch_LS-2	Culture_of_Eastern_Arabia	1.7009595784071116e-09	0.964441	4	14.933934037980926	22.071140233400037
0	SemSearch_LS-2	Hinduism_in_Arab_states	3.900968064719805e-10	0.033122	4	14.933934037980926	22.071140233400037
0	SemSearch_LS-2	Musandam_Governorate	1.0912679201141968e-10	0.079605	4	14.933934037980926	22.071140233400037
0	SemSearch_LS-2	Gulf_Cooperation_Council	7.647268574721432e-09	0.856427	4	14.933934037980926	22.071140233400037
0	SemSearch_LS-2	Hola_(ethnic_group)	2.0291613776518787e-10	0.197085	4	14.933934037980926	22.071140233400037
0	SemSearch_LS-2	Orient_Research_Centre	3.158750844641559e-11	0.257826	4	14.933934037980926	22.071140233400037
0	SemSearch_LS-2	Khabees	1.5838354793060896e-11	0.483099	4	14.933934037980926	22.071140233400037
0	SemSearch_LS-2	Demographics_of_the_Arab_League	3.4154614159715816e-10	0.059606	4	14.933934037980926	22.071140233400037
0	SemSearch_LS-2	Gulf_Cup_of_Nations	3.389996463804563e-10	0.063378	4	14.933934037980926	22.071140233400037
0	SemSearch_LS-2	Strait_of_Hormuz	2.2088864488371388e-10	0.016734	4	14.933934037980926	22.071140233400037
0	SemSearch_LS-2	Rugby_union_in_Kuwait	4.133414963579885e-12	0.348554	4	14.933934037980926	22.071140233400037
0	SemSearch_LS-2	Ajman	1.750227370803197e-11	0.038782	4	14.933934037980926	22.071140233400037
0	SemSearch_LS-2	Federal_Customs_Authority	1.0700833802963293e-11	0.061555	4	14.933934037980926	22.071140233400037
0	SemSearch_LS-2	Persian_Gulf_Residency	3.537201402917246e-10	0.333557	4	14.933934037980926	22.071140233400037
0	SemSearch_LS-2	Ethnic,_cultural_and_religious_groups_of_Bahrain	1.0210850520988953e-11	0.475224	4	14.933934037980926	22.071140233400037
0	SemSearch_LS-2	Popular_Front_for_the_Liberation_of_the_Occupied_Arabian_Gulf	3.9943456650653144e-10	0.490108	4	14.933934037980926	22.071140233400037
0	SemSearch_LS-2	Khaliji_(music)	1.4941103922377355e-11	0.378410	4	14.933934037980926	22.071140233400037
0	SemSearch_LS-2	Gulf_Railway	8.32986860327255e-11	0.129539	4	14.933934037980926	22.071140233400037
0	SemSearch_LS-2	Member_states_of_the_Cooperation_Council_for_the_Arab_States_of_the_Gulf	1.0564294486484015e-10	1.827945	4	14.933934037980926	22.071140233400037
0	SemSearch_LS-2	Khaleeji_(currency)	3.2041156443286674e-11	0.177016	4	14.933934037980926	22.071140233400037
0	SemSearch_LS-2	Arabian_Gulf_Rugby_Football_Union	6.270720843875453e-10	0.308338	4	14.933934037980926	22.071140233400037
0	SemSearch_LS-2	Banu_Hammed	8.046316502144636e-12	0.382773	4	14.933934037980926	22.071140233400037
0	SemSearch_LS-2	Gargee'an	3.228288858255623e-11	0.084647	4	14.933934037980926	22.071140233400037
0	SemSearch_LS-2	Environmental_impact_of_Gulf_wars	2.802440076299962e-11	0.261343	4	14.933934037980926	22.071140233400037
0	SemSearch_LS-2	Arab_League–Iran_relations	4.63640930904537e-10	0.151447	4	14.933934037980926	22.071140233400037
0	SemSearch_LS-2	Hawk_of_Quraish	5.197608221523255e-11	0.067132	4	14.933934037980926	22.071140233400037
0	SemSearch_LS-2	Dhow	3.5793998385569687e-11	0.041293	4	14.933934037980926	22.071140233400037
0	SemSearch_LS-2	Aljazeera_Publishing	6.200801339797943e-12	0.055968	4	14.933934037980926	22.071140233400037
0	SemSearch_LS-2	Showaiter	6.315549764139967e-11	0.342837	4	14.933934037980926	22.071140233400037
0	SemSearch_LS-2	History_of_the_United_Arab_Emirates	2.4348023258924247e-10	0.040982	4	14.933934037980926	22.071140233400037
0	SemSearch_LS-2	Mogaveera	5.301386828893195e-12	0.352704	4	14.933934037980926	22.071140233400037
0	SemSearch_LS-2	United_Arab_Emirates_national_rugby_union_team	1.227034773621718e-10	0.007639	4	14.933934037980926	22.071140233400037
0	SemSearch_LS-2	1989_Gulf_Club_Champions_Cup	4.215396096184053e-11	0.267422	4	14.933934037980926	22.071140233400037
0	SemSearch_LS-2	Islamic_television_networks	2.5422045924011873e-12	0.313992	4	14.933934037980926	22.071140233400037
0	SemSearch_LS-2	Foundation_of_Abdulaziz_Saud_Al-Babtain's_Prize_for_Poetic_Creativity	7.187297718642857e-12	0.102205	4	14.933934037980926	22.071140233400037
0	SemSearch_LS-2	Arabian_Gulf_University	5.09108806927957e-11	0.505360	4	14.933934037980926	22.071140233400037
0	SemSearch_LS-2	Matowa	1.077498124834497e-11	0.050122	4	14.933934037980926	22.071140233400037
0	SemSearch_LS-2	Gulf_rupee	4.078204274088451e-11	0.120015	4	14.933934037980926	22.071140233400037
0	SemSearch_LS-2	Higher_Education_in_the_Arab_World	2.4650278992090382e-11	0.012406	4	14.933934037980926	22.071140233400037
0	SemSearch_LS-2	Al_Nuaim	3.524221117999591e-11	0.064504	4	14.933934037980926	22.071140233400037
0	SemSearch_LS-2	Ghada_Jamshir	1.8854993995658448e-11	0.064880	4	14.933934037980926	22.071140233400037
0	SemSearch_LS-2	Liwa_(music)	1.0266492081056575e-11	0.104663	4	14.933934037980926	22.071140233400037
0	SemSearch_LS-2	Jashanmal	2.8470342170541042e-11	0.031674	4	14.933934037980926	22.071140233400037
0	SemSearch_LS-3	Johnny_Apollo_(toy)	1.2820081561918001e-11	0.012550	3	19.19500751321179	22.14033806900758
0	SemSearch_LS-3	Judith_Resnik	1.9790422172654412e-11	0.005452	3	19.19500751321179	22.14033806900758
0	SemSearch_LS-3	AiT/Planet_Lar	1.4471007619501513e-12	0.028962	3	19.19500751321179	22.14033806900758
0	SemSearch_LS-3	Emory_(crater)	8.928508392481214e-10	0.084800	3	19.19500751321179	22.14033806900758
0	SemSearch_LS-3	Constellation_program	7.982001330397945e-12	0.477569	3	19.19500751321179	22.14033806900758
0	SemSearch_LS-3	Bill_Kaysing	1.0164715081571623e-11	0.156142	3	19.19500751321179	22.14033806900758
0	SemSearch_LS-3	Ice_(Johnson_novel)	9.681100194073447e-12	0.052048	3	19.19500751321179	22.14033806900758
0	SemSearch_LS-3	Hess-Apollo_(crater)	5.0583536318038305e-09	0.055457	3	19.19500751321179	22.14033806900758
0	SemSearch_LS-3	Bowen-Apollo_(crater)	3.960525757872297e-09	0.046807	3	19.19500751321179	22.14033806900758
0	SemSearch_LS-3	International_Lunar_Network	9.085500509266583e-12	0.020213	3	19.19500751321179	22.14033806900758
0	SemSearch_LS-3	Gordon_Cooper	9.399160404065415e-12	0.024360	3	19.19500751321179	22.14033806900758
0	SemSearch_LS-3	The_Ego_Has_Landed	8.107332608892019e-12	0.080168	3	19.19500751321179	22.14033806900758
0	SemSearch_LS-3	List_of_Apollo_astronauts	5.64395125662566e-08	0.005343	3	19.19500751321179	22.14033806900758
0	SemSearch_LS-3	Huygens_(spacecraft)	7.0588780891221416e-12	0.011637	3	19.19500751321179	22.14033806900758
0	SemSearch_LS-3	Furnerius_(crater)	4.255436713257411e-12	0.036871	3	19.19500751321179	22.14033806900758
0	SemSearch_LS-3	The_Dry_Salvages_(novella)	2.292189278708416e-12	0.005038	3	19.19500751321179	22.14033806900758
0	SemSearch_LS-3	Apollo_17	1.5747800217415038e-09	0.010490	3	19.19500751321179	22.14033806900758
0	SemSearch_LS-3	Harrison_Schmitt	4.520171310608866e-11	0.036043	3	19.19500751321179	22.14033806900758
0	SemSearch_LS-3	Henry_(Apollo_lunar_crater)	3.9281657444096665e-09	0.034764	3	19.19500751321179	22.14033806900758
0	SemSearch_LS-3	Apollo_16	9.517684971727238e-12	0.108260	3	19.19500751321179	22.14033806900758
0	SemSearch_LS-3	Moon	2.3142359146132747e-11	0.467474	3	19.19500751321179	22.14033806900758
0	SemSearch_LS-3	Moontrap	2.5662122868799586e-12	0.039508	3	19.19500751321179	22.14033806900758
0	SemSearch_LS-3	Apollon_XI	1.7486519665167452e-12	0.010392	3	19.19500751321179	22.14033806900758
0	SemSearch_LS-3	Apollo_13	1.5633769065180578e-11	0.016252	3	19.19500751321179	22.14033806900758
0	SemSearch_LS-3	List_of_lunar_probes	6.668151572089604e-12	0.216174	3	19.19500751321179	22.14033806900758
0	SemSearch_LS-3	Apollo_15	7.865216571886687e-10	0.066560	3	19.19500751321179	22.14033806900758
0	SemSearch_LS-3	Cochise_(crater)	8.655838235355394e-10	0.053804	3	19.19500751321179	22.14033806900758
0	SemSearch_LS-3	Apollo_11_in_popular_culture	8.41189079785484e-12	0.245747	3	19.19500751321179	22.14033806900758
0	SemSearch_LS-3	Magnificent_Desolation:_Walking_on_the_Moon_3D	1.083500166787684e-11	0.195139	3	19.19500751321179	22.14033806900758
